area_type,availability,location,size(in BHK),total_sqft,per_Sqft,bath,furnishing,transaction,parking,price
Apartment,Ready_to_move,"Mangal Apartment, Vasundhara Enclave",2,900,,2,Unfurnished,Resale,114,9000000
Apartment,Ready_to_move,Vasundhara Enclave,2,1100,,2,Semi-Furnished,Resale,114,10000000
Apartment,Ready_to_move,Vasundhara Enclave,2,950,,2,Unfurnished,Resale,114,8100000
Apartment,Ready_to_move,Vasundhara Enclave,3,1300,,3,Furnished,Resale,1,9200000
Apartment,Ready_to_move,Vasundhara Enclave,3,1459,,3,Semi-Furnished,Resale,1,14200000
Apartment,Ready_to_move,"Satyam Apartment, Vasundhara Enclave",2,1000,,2,Semi-Furnished,Resale,1,7500000
Apartment,Ready_to_move,"Samrat Apartment, Vasundhara Enclave",2,1100,,2,Semi-Furnished,Resale,1,9500000
Apartment,Ready_to_move,"Satyam Apartment, Vasundhara Enclave",3,1450,9655,2,Furnished,Resale,1,14000000
Apartment,Ready_to_move,"Abhimanyu Apartments, Vasundhara Enclave",3,1450,9655,3,Semi-Furnished,Resale,1,11600000
Apartment,Ready_to_move,Vasundhara Enclave,3,1150,9655,3,Semi-Furnished,Resale,1,12000000
Apartment,Ready_to_move,Vasundhara Enclave,2,780,9655,2,Semi-Furnished,Resale,1,7500000
Apartment,Ready_to_move,"Anekant Apartment, Vasundhara Enclave",3,1300,9655,2,Semi-Furnished,Resale,2,9800000
Apartment,Ready_to_move,"New Delhi Apartment, Vasundhara Enclave",3,1350,9655,3,Semi-Furnished,Resale,1,12000000
Apartment,Ready_to_move,"Mahesh Apartment, Vasundhara Enclave",3,1200,9655,2,Semi-Furnished,Resale,1,12500000
Apartment,Ready_to_move,"Pawittra Apartment, Vasundhara Enclave",3,1460,9655,3,Semi-Furnished,Resale,1,16500000
Apartment,Ready_to_move,Vasundhara Enclave,3,1460,9655,3,Unfurnished,Resale,1,12000000
Apartment,Ready_to_move,Vasundhara Enclave,2,1100,9655,2,Unfurnished,Resale,1,7200000
Apartment,Ready_to_move,"Capital Apartment, Vasundhara Enclave",3,1500,10000,3,Furnished,Resale,2,15000000
Apartment,Ready_to_move,"Hindon Apartment, Vasundhara Enclave",2,1050,10000,2,Semi-Furnished,Resale,1,10000000
Apartment,Ready_to_move,"Gobind Apartment, Vasundhara Enclave",3,1350,10000,3,Semi-Furnished,Resale,1,11000000
Apartment,Almost_ready,"Godrej South Estate, Okhla",2,1500,16466,2,Furnished,New_Property,2,24700000
Apartment,Almost_ready,"Godrej South Estate, Okhla",2,976,25512,2,Furnished,New_Property,2,24900000
Builder_Floor,Ready_to_move,"Abul Fazal Enclave Part 1, Okhla",2,540,25512,1,Semi-Furnished,New_Property,1,3600000
Builder_Floor,Ready_to_move,"Batla House, Okhla",1,450,25512,1,Semi-Furnished,New_Property,1,1700000
Apartment,Ready_to_move,"Sukhdev Vihar, Okhla",2,900,25512,2,Unfurnished,Resale,1,11000000
Builder_Floor,Ready_to_move,"Sukhdev Vihar, Okhla",4,2500,30000,4,Semi-Furnished,Resale,2,75000000
Apartment,Almost_ready,"Godrej South Estate, Okhla Phase 1",2,979.5149,30000,2,Unfurnished,New_Property,1,24800000
Apartment,Almost_ready,"Godrej South Estate, Okhla Phase 1",2,945,30000,2,Semi-Furnished,New_Property,1,24900000
Apartment,Almost_ready,"Godrej South Estate, Okhla Phase 1",2,976,30000,2,Unfurnished,New_Property,2,24900000
Apartment,Almost_ready,"Godrej South Estate, Okhla",2,1531,16917,2,Unfurnished,New_Property,2,25900000
Builder_Floor,Ready_to_move,"Sukhdev Vihar, Okhla",2,1000,16917,2,Unfurnished,Resale,2,11700000
Apartment,Ready_to_move,"Sukhdev Vihar, Okhla",3,750,16917,2,Furnished,Resale,2,13500000
Builder_Floor,Ready_to_move,"Abul Fazal Enclave Part-II, Okhla",3,900,16917,2,Furnished,Resale,1,5500000
Apartment,Almost_ready,"Godrej South Estate, Okhla",2,1512,19841,2,Unfurnished,New_Property,1,30000000
Apartment,Ready_to_move,"Abul Fazal Enclave Part 1, Okhla",3,35,19841,2,Semi-Furnished,Resale,2,4950000
Apartment,Ready_to_move,"Sukhdev Vihar, Okhla",3,1500,19841,2,Semi-Furnished,Resale,1,16000000
Apartment,Ready_to_move,"Sukhdev Vihar, Okhla",4,2907,10320,4,Semi-Furnished,Resale,1,30000000
Builder_Floor,Ready_to_move,"Sukhdev Vihar, Okhla",4,2210,10320,3,Semi-Furnished,Resale,1,41000000
Builder_Floor,Ready_to_move,"Abul Fazal Enclave Part-II, Okhla",2,750,10320,2,Semi-Furnished,Resale,1,3800000
Apartment,Almost_ready,"Godrej South Estate, Okhla Phase 1",4,2518.7526,10320,5,Unfurnished,New_Property,2,68900000
Apartment,Ready_to_move,"Jamia Nagar, Okhla",2,588,10320,2,Unfurnished,New_Property,2,1800000
Builder_Floor,Ready_to_move,"Zakir Nagar, New Friends Colony",2,540,2778,1,Unfurnished,Resale,2,1500000
Apartment,Ready_to_move,"Sukhdev Vihar, Okhla",3,1100,2778,3,Semi-Furnished,Resale,2,12500000
Apartment,Ready_to_move,"Batla House, Okhla",2,550,2778,1,Semi-Furnished,Resale,2,1600000
Builder_Floor,Ready_to_move,"Batla House Project, Batla House, Okhla",3,750,2778,2,Semi-Furnished,Resale,1,2400000
Builder_Floor,Ready_to_move,"Abul Fazal Enclave Part 1, Okhla",3,1260,5556,2,Semi-Furnished,Resale,1,7000000
Builder_Floor,Ready_to_move,"Abul Fazal Enclave Part-II, Okhla",2,675,5556,2,Unfurnished,Resale,1,3100000
Apartment,Ready_to_move,"Sukhdev Vihar, Okhla",2,810,5556,2,Semi-Furnished,Resale,1,14500000
Builder_Floor,Ready_to_move,"Sukhdev Vihar, Okhla",4,3150,5556,5,Semi-Furnished,New_Property,3,61500000
Builder_Floor,Ready_to_move,"Sukhdev Vihar, Okhla",4,2000,5556,4,Semi-Furnished,Resale,1,27500000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",3,1775,14366,3,Semi-Furnished,New_Property,1,25500000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",3,1135,14366,3,Furnished,Resale,2,25000000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",2,1252,14776,2,Semi-Furnished,New_Property,1,18500000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",4,2000,14776,4,Semi-Furnished,New_Property,1,39700000
Apartment,Ready_to_move,"Dev Nagar, Karol Bagh",4,530,14776,1,Semi-Furnished,Resale,1,6800000
Builder_Floor,Ready_to_move,"Beadon Pura, Karol Bagh ",3,1332,14776,2,Semi-Furnished,Resale,1,6540000
Apartment,Ready_to_move,"The Amaryllis, Karol Bagh",3,1017,14776,3,Semi-Furnished,New_Property,1,22000000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",3,1775,14366,3,Semi-Furnished,New_Property,1,25500000
Apartment,Ready_to_move,"The Amaryllis, Karol Bagh",2,987,14366,2,Semi-Furnished,New_Property,1,17000000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",3,1912,14382,3,Semi-Furnished,New_Property,1,27500000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",5,5236,14092,7,Unfurnished,New_Property,3,73700000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",4,2805,14092,4,Unfurnished,Resale,2,52300000
Apartment,Ready_to_move,"DDA Mig Flat, Prasad Nagar, Karol Bagh",3,1500,14092,3,Unfurnished,Resale,2,16000000
Builder_Floor,Ready_to_move,Karol Bagh,3,1280,14092,3,Furnished,Resale,2,15000000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",3,1775,14366,3,Semi-Furnished,New_Property,1,25500000
Builder_Floor,Ready_to_move,Karol Bagh,2,675,14815,2,Semi-Furnished,Resale,1,10000000
Apartment,Ready_to_move,"Prasad Nagar, Karol Bagh",2,576,14815,2,Unfurnished,Resale,1,5000000
Builder_Floor,Ready_to_move,Karol Bagh,3,1206,16584,3,Semi-Furnished,Resale,1,20000000
Apartment,Ready_to_move,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",2,1143,125984,2,Unfurnished,Resale,1,16000000
Builder_Floor,Ready_to_move,Karol Bagh,1,345,125984,1,Semi-Furnished,Resale,1,5500000
Builder_Floor,Ready_to_move,"Dev Nagar, Karol Bagh",2,720,9722,1,Semi-Furnished,Resale,1,7000000
Builder_Floor,Ready_to_move,Karol Bagh,2,468,8761,2,Unfurnished,Resale,1,4100000
Builder_Floor,Ready_to_move,Karol Bagh ,3,1600,8761,3,Semi-Furnished,New_Property,1,24000000
Apartment,Ready_to_move,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",2,950,8761,2,Furnished,Resale,1,12500000
Apartment,Ready_to_move,"Dev Nagar, Karol Bagh",2,535,7290,1,Furnished,New_Property,1,3900000
Builder_Floor,Ready_to_move,Karol Bagh,3,1200,7290,2,Semi-Furnished,Resale,1,14500000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",3,1501,13324,2,Semi-Furnished,Resale,1,20000000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",3,1135,13324,3,Furnished,Resale,2,24500000
Apartment,Almost_ready,"The Amaryllis, Karol Bagh",3,1200,13324,2,Semi-Furnished,Resale,1,20900000
Apartment,Ready_to_move,"The Amaryllis, Karol Bagh",3,2200,13324,3,Semi-Furnished,New_Property,1,43100000
Apartment,Ready_to_move,"DLF Capital Greens, Moti Nagar, Kirti Nagar",3,1240,,3,Unfurnished,Resale,1,18000000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",4,3002,,5,Semi-Furnished,Resale,2,50000000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",3,1350,,2,Unfurnished,Resale,1,18500000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",4,2300,,5,Semi-Furnished,New_Property,3,46500000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",3,1429,,3,Unfurnished,Resale,2,17500000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",4,2430,,5,Semi-Furnished,Resale,2,42500000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",3,1450,,3,Semi-Furnished,New_Property,2,15500000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,1250,,2,Furnished,Resale,2,15000000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",4,2800,14285,4,Unfurnished,Resale,2,40000000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",3,1646,12151,3,Unfurnished,Resale,1,20000000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",2,900,12151,2,Semi-Furnished,Resale,1,6700000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",3,1250,12151,2,Semi-Furnished,Resale,1,16000000
Builder_Floor,Ready_to_move,"New Moti Nagar, Kirti Nagar",3,900,8889,2,Unfurnished,Resale,1,8000000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",3,1590,8889,2,Unfurnished,New_Property,2,25000000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",3,990,8889,2,Unfurnished,Resale,2,25000000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",4,2282,8889,5,Unfurnished,Resale,2,37500000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",3,1260,8889,3,Semi-Furnished,Resale,1,25000000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",3,1457,8889,3,Unfurnished,Resale,1,23000000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",3,1400,8889,2,Semi-Furnished,Resale,2,17500000
Apartment,Ready_to_move,"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",4,2175,8889,4,Unfurnished,Resale,1,44000000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",3,1450,8889,3,Semi-Furnished,New_Property,2,15000000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",4,2800,15178,5,Semi-Furnished,Resale,2,42500000
Builder_Floor,Ready_to_move,"New Moti Nagar, Kirti Nagar",2,861.112,5806,2,Furnished,Resale,2,5000000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",4,2282,5806,5,Unfurnished,Resale,2,38000000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",3,1753,10838,3,Unfurnished,Resale,1,19000000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",4,2659,10838,5,Unfurnished,Resale,3,43500000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",3,1550,10838,2,Unfurnished,Resale,3,19500000
Apartment,Ready_to_move,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",3,1470,10838,2,Semi-Furnished,New_Property,2,14200000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",3,702,10838,2,Semi-Furnished,Resale,2,14200000
Apartment,Ready_to_move,"New Moti Nagar, Kirti Nagar",2,1138,10838,2,Semi-Furnished,New_Property,2,13500000
Builder_Floor,Ready_to_move,Sheikh Sarai Phase 1,3,1600,,3,Semi-Furnished,New_Property,2,21000000
Builder_Floor,Ready_to_move,Sheikh Sarai Phase 1,3,1600,,3,Semi-Furnished,Resale,1,22500000
Builder_Floor,Ready_to_move,Sheikh Sarai,2,1250,,4,Semi-Furnished,Resale,1,19000000
Builder_Floor,Ready_to_move,Sheikh Sarai Phase 2,3,810,,2,Semi-Furnished,Resale,1,7500000
Builder_Floor,Ready_to_move,"Savitri Nagar Village, Sheikh Sarai",2,585,,2,Semi-Furnished,Resale,1,4000000
Builder_Floor,Ready_to_move,"Savitri Nagar Village, Sheikh Sarai",3,1700,,3,Unfurnished,Resale,2,8000000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,3,1800,10556,4,Semi-Furnished,Resale,2,19000000
Apartment,Ready_to_move,Sheikh Sarai Phase 2,1,600,10556,1,Unfurnished,New_Property,2,7000000
Builder_Floor,Ready_to_move,"Panchsheel Vihar, Sheikh Sarai",3,1250,10556,3,Unfurnished,New_Property,1,5800000
Builder_Floor,Ready_to_move,"Savitri Nagar Village, Sheikh Sarai",3,600,10556,2,Semi-Furnished,Resale,1,8000000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,3,1600,10556,4,Unfurnished,Resale,1,18800000
Builder_Floor,Ready_to_move,"Panchsheel Vihar, Sheikh Sarai",3,1100,10556,2,Semi-Furnished,New_Property,1,6000000
Apartment,Ready_to_move,"Panchsheel Vihar, Sheikh Sarai",1,450,10556,1,Unfurnished,New_Property,1,2200000
Builder_Floor,Ready_to_move,"Savitri Nagar Village, Sheikh Sarai",3,855,10556,2,Semi-Furnished,Resale,1,6500000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,3,1291.668,10556,2,Unfurnished,Resale,1,23500000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,2,1300,12307,2,Semi-Furnished,Resale,2,16000000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,3,1350,12307,3,Unfurnished,Resale,2,20000000
Builder_Floor,Ready_to_move,Sheikh Sarai Phase 1,2,900,12307,2,Unfurnished,New_Property,2,5500000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,2,850,15882,2,Semi-Furnished,Resale,1,13500000
Builder_Floor,Ready_to_move,Sheikh Sarai Phase 1,3,1650,15882,3,Semi-Furnished,Resale,1,22500000
Apartment,Ready_to_move,"Panchsheel Vihar, Sheikh Sarai",2,650,15882,2,Unfurnished,Resale,1,3800000
Builder_Floor,Ready_to_move,"Apna Apartments, Savitri Nagar Village, Sheikh Sarai",2,630,65714,2,Semi-Furnished,Resale,1,4600000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,2,1250,65714,1,Semi-Furnished,Resale,2,17500000
Builder_Floor,Ready_to_move,"Panchsheel Vihar, Sheikh Sarai",4,1800,65714,3,Furnished,New_Property,2,5500000
Builder_Floor,Ready_to_move,Sheikh Sarai Phase 1,3,1500,65714,3,Semi-Furnished,Resale,2,22500000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,2,1100,11363,2,Semi-Furnished,Resale,1,12500000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,3,1400,13571,2,Semi-Furnished,Resale,2,19000000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,2,1300,11923,2,Semi-Furnished,Resale,2,15500000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,2,1100,12272,2,Semi-Furnished,Resale,2,13500000
Apartment,Ready_to_move,Sheikh Sarai Phase 1,3,1600,13125,3,Semi-Furnished,Resale,2,21000000
Builder_Floor,Ready_to_move,"Punjabi Bagh Enclave, Punjabi Bagh West",4,2250,,4,Semi-Furnished,New_Property,2,50000000
Builder_Floor,Ready_to_move,Punjabi Bagh,4,2592,,3,Unfurnished,Resale,2,42500000
Builder_Floor,Almost_ready,Punjabi Bagh West,4,1800,,4,Unfurnished,New_Property,2,45500000
Builder_Floor,Ready_to_move,Punjabi Bagh,3,1700,,3,Semi-Furnished,Resale,2,23000000
Apartment,Ready_to_move,Punjabi Bagh West,3,1640,,3,Unfurnished,Resale,1,12000000
Apartment,Ready_to_move,Punjabi Bagh West,3,2572,13608,3,Furnished,Resale,4,35000000
Builder_Floor,Ready_to_move,"Punjabi Bagh Enclave, Shivaji Park, Punjabi Bagh",3,2100,11905,3,Semi-Furnished,Resale,1,25000000
Builder_Floor,Ready_to_move,"Punjabi Bagh Extension, Punjabi Bagh",3,1620,11905,3,Semi-Furnished,New_Property,1,29000000
Builder_Floor,Ready_to_move,Punjabi Bagh West,4,2500,11905,4,Semi-Furnished,New_Property,2,80000000
Apartment,Ready_to_move,Punjabi Bagh West,3,2250,11905,3,Semi-Furnished,Resale,2,20500000
Apartment,Ready_to_move,"DLF Capitals Phase III, Shivaji Park, Punjabi Bagh",4,2445,11905,4,Semi-Furnished,Resale,1,52500000
Builder_Floor,Ready_to_move,Punjabi Bagh,4,2250,11905,4,Unfurnished,New_Property,2,37500000
Apartment,Ready_to_move,"Punjabi Bagh Enclave, Punjabi Bagh West",2,800,11905,2,Semi-Furnished,Resale,2,7500000
Builder_Floor,Ready_to_move,"Punjabi Bagh Enclave, Punjabi Bagh",3,1450,11905,3,Semi-Furnished,Resale,2,32500000
Builder_Floor,Ready_to_move,"Punjabi Bagh Extension, Punjabi Bagh",3,1440,11905,3,Unfurnished,Resale,2,24500000
Builder_Floor,Ready_to_move,Punjabi Bagh West,5,5220,11905,5,Unfurnished,Resale,2,65000000
Builder_Floor,Ready_to_move,Punjabi Bagh,3,1800,11905,3,Semi-Furnished,New_Property,2,27500000
Builder_Floor,Almost_ready,Punjabi Bagh West,5,4455,11905,5,Semi-Furnished,New_Property,1,115000000
Builder_Floor,Almost_ready,"Punjabi Bagh Extension, Punjabi Bagh",3,195,11905,3,Semi-Furnished,New_Property,1,28000000
Builder_Floor,Ready_to_move,"Punjabi Bagh Extension, Punjabi Bagh",2,807.2925,9909,1,Semi-Furnished,Resale,1,8000000
Builder_Floor,Ready_to_move,Punjabi Bagh West,4,3500,9909,4,Furnished,New_Property,3,75100000
Apartment,Ready_to_move,"Punjabi Bagh Enclave, Madipur, Punjabi Bagh",2,1000,7800,2,Semi-Furnished,Resale,1,7800000
Builder_Floor,Ready_to_move,"Bhagwan Das Nagar, Punjabi Bagh",2,900,16667,2,Semi-Furnished,Resale,1,15000000
Builder_Floor,Ready_to_move,Punjabi Bagh East,3,1800,15278,3,Furnished,Resale,1,27500000
Builder_Floor,Ready_to_move,Punjabi Bagh West,3,17010,15278,3,Semi-Furnished,Resale,2,25000000
Builder_Floor,Ready_to_move,Punjabi Bagh East,4,2340,15278,4,Semi-Furnished,Resale,1,26000000
Apartment,Ready_to_move,Punjabi Bagh East,3,1350,15278,3,Unfurnished,Resale,1,23500000
Builder_Floor,Ready_to_move,"Bhagwan Das Nagar, Punjabi Bagh",3,464,15278,1,Unfurnished,Resale,1,4200000
Builder_Floor,Ready_to_move,Punjabi Bagh East,2,954,15278,2,Unfurnished,Resale,1,10000000
Builder_Floor,Ready_to_move,"Pal Mohan Apartments, Punjabi Bagh",2,1155,15278,2,Semi-Furnished,Resale,1,18500000
Apartment,Ready_to_move,Alaknanda,2,700,,2,Unfurnished,Resale,,16500000
Apartment,Ready_to_move,"Shivalik Apartments, Alaknanda",2,980,,2,Semi-Furnished,Resale,2,13800000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda",3,1350,,3,Semi-Furnished,Resale,2,21000000
Apartment,Ready_to_move,"Gangotri Enclave, Alaknanda",3,1800,,3,Semi-Furnished,Resale,2,22500000
Apartment,Ready_to_move,"Aravali Apartments, Alaknanda",2,968.751,,2,Semi-Furnished,Resale,2,15000000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda",3,1250,,3,Semi-Furnished,New_Property,2,20000000
Apartment,Ready_to_move,"Aravali Apartments, Alaknanda",3,1800,,3,Furnished,New_Property,2,20000000
Builder_Floor,Ready_to_move,"Shivalik Apartments, Alaknanda",3,1400,,2,Semi-Furnished,Resale,2,26000000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda",3,1000,,3,Semi-Furnished,Resale,2,19500000
Apartment,Ready_to_move,"Tara Apartment, Alaknanda",4,1800,,2,Semi-Furnished,Resale,1,21500000
Apartment,Ready_to_move,Alaknanda,3,1500,,3,Unfurnished,New_Property,1,26500000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda",3,1600,12500,3,Semi-Furnished,Resale,2,20000000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda ",3,1400,12500,3,Furnished,Resale,1,18000000
Apartment,Ready_to_move,Alaknanda,3,1400,12500,2,Unfurnished,Resale,1,19000000
Builder_Floor,Ready_to_move,Greater Kailash 4 Nri Colony,4,2700,12500,4,Unfurnished,Resale,2,36500000
Apartment,Ready_to_move,Alaknanda,2,1100,12500,2,Unfurnished,Resale,2,15000000
Apartment,Ready_to_move,Alaknanda,2,1200,12500,2,Semi-Furnished,Resale,2,17500000
Apartment,Ready_to_move,Alaknanda,2,1400,12500,2,Semi-Furnished,Resale,2,14000000
Apartment,Ready_to_move,"Project Gangotri Enclave, Alaknanda",3,1500,12500,3,Semi-Furnished,Resale,2,21000000
Apartment,Ready_to_move,Alaknanda,3,1320,12500,2,Unfurnished,Resale,2,15600000
Apartment,Ready_to_move,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",3,1300,12500,3,Unfurnished,Resale,2,19000000
Apartment,Ready_to_move,"Narmada Apartment, Alaknanda",2,1150,12500,2,Unfurnished,Resale,1,16500000
Apartment,Ready_to_move,Alaknanda,3,1440,12500,3,Unfurnished,Resale,1,19000000
Apartment,Ready_to_move,"Nilgiri Apartment, Alaknanda",2,1400,12500,2,Unfurnished,Resale,1,16500000
Builder_Floor,Ready_to_move,Alaknanda,1,450,12500,1,Semi-Furnished,Resale,1,3000000
Apartment,Ready_to_move,"Yamuna Apartment, Alaknanda",2,1300,11538,2,Semi-Furnished,Resale,1,15000000
Apartment,Ready_to_move,"Nilgiri Apartment, Alaknanda",2,1200,11538,2,Unfurnished,Resale,1,14300000
Apartment,Ready_to_move,"Nilgiri Apartment, Alaknanda",3,1300,11538,2,Unfurnished,Resale,1,18500000
Apartment,Ready_to_move,"Tara Apartment, Alaknanda ",3,1400,11538,3,Furnished,Resale,1,19000000
Apartment,Ready_to_move,Alaknanda,3,1400,11538,3,Semi-Furnished,Resale,1,19000000
Builder_Floor,Ready_to_move,"Govindpuri Extension, Kalkaji",2,500,,2,Semi-Furnished,New_Property,1,3300000
Builder_Floor,Ready_to_move,"Govindpuri Extension, Kalkaji",2,700,,2,Semi-Furnished,New_Property,1,3800000
Builder_Floor,Ready_to_move,"Govindpuri Extension, Kalkaji",3,900,,3,Semi-Furnished,New_Property,1,7000000
Builder_Floor,Ready_to_move,Kalkaji,3,1260,,3,Semi-Furnished,Resale,2,16500000
Apartment,Ready_to_move,"Govindpuri Extension, Kalkaji",3,950,,2,Semi-Furnished,New_Property,1,8000000
Builder_Floor,Ready_to_move,"DDA LIG Flat, Kalkaji",1,405,,1,Unfurnished,Resale,1,5600000
Builder_Floor,Ready_to_move,Kalkaji,2,1800,,2,Furnished,Resale,1,21000000
Builder_Floor,Ready_to_move,Kalkaji,3,1300,,3,Semi-Furnished,Resale,2,21000000
Apartment,Ready_to_move,"Govindpuri Extension, Kalkaji",3,1000,,3,Semi-Furnished,New_Property,2,8600000
Apartment,Ready_to_move,"Giri Nagar, KalkaJi",3,900,,2,Semi-Furnished,Resale,2,6600000
Builder_Floor,Ready_to_move,"Govindpuri Extension, Kalkaji",3,1800,,3,Semi-Furnished,Resale,2,14000000
Builder_Floor,Ready_to_move,"Govindpuri Extension, Kalkaji",2,720,,2,Unfurnished,Resale,2,4700000
Apartment,Ready_to_move,"Rishi Apartment, Kalkaji",3,1485,,3,Unfurnished,Resale,1,30000000
Builder_Floor,Ready_to_move,Kalkaji,3,1600,,3,Semi-Furnished,Resale,2,26000000
Apartment,Ready_to_move,"Deshbandhu Apartments, Kalkaji",2,1200,,2,Furnished,Resale,2,18500000
Apartment,Ready_to_move,"Dda Janta Flats, Kalkaji",2,900,,2,Semi-Furnished,Resale,2,6500000
Apartment,Ready_to_move,Kalkaji,2,900,,2,Unfurnished,Resale,2,15000000
Builder_Floor,Ready_to_move,Kalkaji ,2,800,10000,2,Semi-Furnished,Resale,1,8000000
Apartment,Ready_to_move,"Deshbandhu Apartments, Kalkaji",2,1150,10000,3,Semi-Furnished,Resale,2,16100000
Builder_Floor,Ready_to_move,"Govindpuri Extension, Kalkaji",3,900,10000,3,Semi-Furnished,New_Property,1,6800000
Apartment,Ready_to_move,Kalkaji Extention,3,1070,10000,2,Furnished,Resale,1,6800000
Apartment,Ready_to_move,Kalkaji Extention,2,1050,10000,2,Unfurnished,Resale,1,9000000
Builder_Floor,Ready_to_move,Kalkaji ,2,1000,18000,2,Semi-Furnished,Resale,1,18000000
Builder_Floor,Ready_to_move,"Mandakini Enclave Project, Kalkaji",3,1550,18000,3,Unfurnished,Resale,2,27500000
Apartment,Ready_to_move,"Deshbandhu Apartments, Kalkaji ",3,1300,18000,2,Unfurnished,Resale,1,13500000
Builder_Floor,Ready_to_move,Kalkaji,2,810,18000,2,Semi-Furnished,New_Property,1,14000000
Builder_Floor,Ready_to_move,Kalkaji,2,900,18000,2,Furnished,Resale,1,9000000
Apartment,Ready_to_move,"Deshbandhu Apartments, Kalkaji",2,1200,18000,2,Unfurnished,Resale,1,16000000
Apartment,Ready_to_move,Kalkaji Extention,2,1000,18000,3,Semi-Furnished,Resale,1,11000000
Builder_Floor,Almost_ready,"Govindpuri Extension, Kalkaji",2,720,18000,2,Unfurnished,New_Property,1,5500000
Builder_Floor,Ready_to_move,Hauz Khas,3,2520,,3,Unfurnished,New_Property,,47500000
Builder_Floor,Ready_to_move,Hauz Khas,3,1700,,4,Unfurnished,New_Property,2,45000000
Builder_Floor,Ready_to_move,Hauz Khas,3,1800,24166,3,Semi-Furnished,New_Property,2,43500000
Apartment,Ready_to_move,"Hauz Khas Apartment, Hauz Khas Enclave, Hauz Khas",5,6000,30000,5,Semi-Furnished,New_Property,3,180000000
Builder_Floor,Ready_to_move,Hauz Khas,4,1800,30000,4,Semi-Furnished,New_Property,2,80000000
Apartment,Ready_to_move,"Sarva Priya Apartment, Hauz Khas",3,2000,30000,3,Unfurnished,Resale,2,37500000
